ID,Medicine,Website,Source,Link,Review title or reviewer name,Review,Stars,People found the review helpful,Date,Reviewer characteristics,Helps overall with kidney stones,Helps overall with gallstones,Says that has suffered from condition for a long time (>1 year),Someone who makes large amounts of stones (>10 total),Asserts significant reduction in pain on net,Provides detailed background,Works as a prophylactic,Mentions breaking of stones,Mentions shrinking of the stones,Mentions softening of stones,Mentions stone gravel/dust/dissolved,"Stone came out soon after taking it (3 day window or ""a few days later"")",Deferences,Medical personel was surprised or skeptical,Significant (>50%) pain relief within 24 hours,Significant (>50%) pain relief within a week,Consumption method,Dose,Stone characteristics,Provides contact info,Admits it sounds non-credible/identifies as a skeptic,Stone passed with no or almost no pain,Provides objective measurements,Comments,Promotes specific brand,Speaks for someone else,Side effects mentioned,Super high quality,Incredible accounts,Unexpected Positives,Length Filtered,Length (words),Classification method
181,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,No more stones...,"I have been having kidney stones since 1993. The first time I went to the doctor ('93) I found out I had stones in both kidneys, a total of 15 stones altogether. I did the ESWL procedure and had a double ""J"" stint inserted (never again) the first round. A few years later I developed more stones went through the ESWL procedure once again. I had to take a few days off work after that one. Since 1993, I have passed dozens of stones (I have lost track it has been so many), mine are calcium based. I was on an on/off monthly cycle (one month on, one month off) of magnesium which seemed to help for a number of years; this was before I had heard of Rowatinex. At the beginning of 2012 the stones had returned once again, I used a heating pad along with Midol (yes, Midol) and Aleve for the pain. I ran across Rowatinex and read the reviews and thought I would give it a shot. Like the reviews within 24 hours I passed a decent sized stone (not sure of the size but a little smaller than a pea). Within the next two weeks I passed smaller stones but they were mostly sand-like and they all passed with the greatest of ease. My wife ordered the Rowatinex on a Wednesday afternoon and I had them by that Saturday. The pills are round and easy to swallow; you receive two jars each with 50 capsules. During the first day I did notice a camphor smell when burping but only happened once. Yes, the instructions are written in German but there is a small section in English, basically I take 2 capsules three times a day. I love this stuff! It is much cheaper and less painful than paying for the ESWL surgery. Worked well for me.",5,9,2012-03-21,"Was on an on/off monthly cycle of magnesium; one month on then one month off, and so on, which helped for a number of years before Rowatinex.",1,,1,1,1,1,1,,1,1,1,1,"Cheaper and less painful than the ESWL procedures, especially with a double J stint inserted, as well as heating pads along with Midol and Aleve.",,1,,Easy to swallow and round pills.,2 capsules x 3 a day.,"Back in 1993, first attack where a total of 15 stones across both kidneys. Lost count after passing so many since - ""dozens"". Calcium based. During a stone attack at beginning of 2012, a stone a little smaller than a pea was passed after first trying the Rowatinex then.",,,1,1993 Dr's visit revealed the 15 stones across both kidneys.,,Rowatinex ,,"Noticed a camphor smell after burping during first day of Rowatinex; only happened just the once, though.",1,,,,311,Manual
182,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,ROWATINEX CAPSULES,"ROWATINEX CAPSULES was recommended by the doctor I visit due to my kidney stones, I have just started the indications ( six capsules a day; three by the morning and three by night), it's early to mention some results, in fact, I need to buy four more with 100 capsules each, in order to have the necessary amount due to I need the six capsules a day during 12 weeks. Thanks in advance for your attention. Edmundo De la Garza",5,2,2012-01-09,Product recommended by his Doctor.,,,,,,,,,,,,,,0,,,,"6 capsules a day, 3 in the morning and 3 at night, with the intention of across a 12 week span.",,,,,,Too early to describe results.,,,,,,,,80,Manual
183,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,"Simply Amazed, It Works!","I have been suffering from kidney stones on and off for over 20 years, in fact, I make so many of them that if they were diamonds I would be wealthy. Whenever I am about to pass a stone, It usually starts with blood in the urine and pain in the back from the kidney area and then I can actually feel the stone gradually, slowly and painfully move all through the urinary tract over the course of 2 to 5 days. So in August 2011, I got the initial symptoms of a stone again, and after having passed a huge 7mm stone the previous year (that got stuck, ""OUCH"") I went looking for options, and saw very good reviews about Rowatinex mainly from European and South American sites but not much info from the US; So I ordered it next day delivery and tried it at the dosage listed on the box. The first thing I noticed was the ""camphor"" smelling burps, then an increase in thirst and urination, and that is it for side effects as far as I can tell. After a day of taking the pills, I felt the stone move from the kidney, to the ureter (the tube between the kidney and the bladder) and it got stuck, (so it must have been a big one), a few painful jumping jacks later to help dislodge it, and off to the bladder it went, then I would have expected it's final agonizing travel to the urethra over a few days, but oh surprise, that never happened, after a couple more days of taking the pills it passed as sand which I could barely tell was there, I was very impressed! After it went out, I stopped taking the capsules, so I still had most of them left. Fast forward to December, and here comes a new one, as soon as the symptoms started, I immediately went for the Rowatinex!. Not even 12 hours after the first capsule, and out it went, PAINLESSLY! one thing I noticed is that it made the stone brittle, as opposed to diamond hard as I used to pass before taking Rowatinex. After years of buying stuff on Amazon this is the first review I post, I'm just that impressed and don't even mind that it is selling now for $10 less than when I bought it. I'm just glad Amazon offers it. It really seems that the insurance companies in the US rather have you get ultrasound therapy or surgery as opposed to getting a simple, cheap (it sells for $12 in South America and Europe, and $8 in Cuba) all natural capsule that takes care of the problem. But that's besides the point, my main point is that these capsules actually work.",5,31,2011-12-20,Suffering on and off from stones across 20 years.,1,,1,1,1,1,,1,,,1,1,Preferable to more expensive ultrasound therapies and surgeries.,1,1,,,,"Before Rowatinex, one stone in August 2011 measures 7mm, that got stuck for a bit! Product made stones brittle, compared to diamond-hard before Rowatinex.",,,1,,"Product seems popular in Europe, South America and Cuba.",Rowatinex,,Camphor-smelling burps. And an increase in thirst and urination.,1,,,,462,Manual
184,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,Great Product,"I recently had my first kidney stone, what an ordeal and very painful.MY doctor recommended a similar over the counter product (that I couldn't find) so, I ordered this one based on the positive feedback of others. Only time will tell how effective it is.",5,1,2011-11-25,Only recently had very first kidney stone.,,,0,0,,,,,,,,,,1,,,,,,,,,,"Still too early for more descriptive review. Doctor ordered a similar OTC product that the user couldn't locate, so bought this.",,,,,,,,45,Manual
185,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,Great natural Product,"My husband has been in treatment for about 2 months now because of a 8mm kidney stone. The pain is awful! He was given Tramadol, Hydrocone and another pills to help the stone pass through. Nothing worked and he stopped taking these. A family member from Cuba recommended this medicine and I bought it right away. The stone passed ""painless"" after 24 hours taken it (2 pills 3 times a day before meals. This is amazing! Mi esposo ha estado en tratamiento por 2 meses por una piedra en el riñon de alrededor de 8 mm. El dolor ha sido insoportable. Los medicos le mandaron Tramadol, Hydrocone y otro medicamento para ayudar a pasar la piedra. Nada funcionó y dejó de tomarlas. Un familiar de Cuba recomendó esta medicina y la compramos al instante. Expulsó la piedra sin dolor despues de tomarlo por 24 horas (2 pastillas 3 veces al dia antes de comidas). Ha sido Maravilloso!!!",5,11,2011-08-16,"Speaks on behalf of her husband. Before Rowatinex, husband was in treatment for 2 months because of the attack. Spanish speakers.",1,,,,1,1,,,,,,1,"Preferable to the pills given to her husband meant to help passing of stone, as well as Tramadol and Hydrocodone for the pain.",1,1,,Take doses before meals.,2 pills 3 times a day.,8mm! Passed 24 hours after starting Rowatinex.,,,1,,Product recommended by relative in Cuba.,,1,,,,,,157,Manual
186,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,"REDUCES the pain, makes the movement much faster and easier","I'm always grateful to the producers of these pills. Even the strongest pain killers like morphine are not as effective as these pills when it comes to kidney stones. They relax the vessels and make the movement of the stones much faster and much easier. Amazingly, NO SIDE EFFECT! I don't know how I would pass all those stones if I didn't have these pills... love them!",5,9,2011-06-23,,1,,,,,,,,,,,,More effective than even morphine for kidney stones.,,,,,,,,,,,,,,,,,,,67,Manual
187,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,Really works to help pass kidney stones,"Some other reviewer claimed that this is homeopathic medicine. It's not. It's not one of those super-diluted pills that relies on your placebo effect to help you (or however homeopathic meds work). The ingredients of Rowatinex are: Pinine, Campheme, Cineol, Fenchone, Borneol, Anethol, Olive Oil. My dad's sister, who lives in Europe, was telling him about this product when he was complaining about getting a kidney stone for the first time in over 10 years. [He injured his knee and had to completely stop jogging for a year, and we're guessing this might have had something to do with why he started getting kidney stones again.] She said her doctor's given it to her before and even her dog has gotten it from the vet. My dad tried this product and used the directions on the box. We had been to the emergency room something like the night before, and scans showed he had three kidney stones, the worst one being something like 5 or 6mm in diameter. A few days after starting Rowatinex, my dad finally passed his kidney stone. Instead of being the normal, crumbly rock, it came out as kind of gooey and in the shape of an elongated tube. He said it was 9mm in length, though the diameter was much smaller. And he could barely feel it pass. Though, for the record, he was on good pain pills, but the pain pills didn't seem to help much in the beginning, before Rowatinex. Since then, he's been taking Rowatinex at a greatly reduced rate than what is on the box. It's been something like one to two years, and still no returned kidney stones (though he's also modified his diet a bit to exclude things like nuts, and he's able to jog a little bit again). I'm on here to purchase more since he's running out.",5,18,2011-01-29,"Speaking on behalf of Dad. Product recommended by Dad's sister. Opposes misinformation that this product is related homeopathy, placebo and so on. The opposite of a skeptic as far as this product is concerned.",1,,1,,1,1,1,,,1,,1,Better than ER!,0,,1,"Used alongside dietary changes such as the exclusion of nuts and such, plus resumed jogging regimen.",Consumed product at a greatly reduced rate to what is recommended on the box,"Dad had an attack for the first time in ten years. Scans showed 3 stones, the worst one being either 5 or 6mm in diameter. The kidney stone that passed after a few days of Rowatinex was gooey and elongated, tube-shaped at 9mm in length, with a much smaller diameter.",,0,1,"After the 10 years, ER scans revealed the 3 aforementioned stones.",It is theorised that the Dad's year-long hiatus from jogging due to a knee injury contributed to the formation of the stones.,,1,,1,,Even the Dad's sister's dog used product after the vet gave it to her! More effective at treating the pain caused by condition than pain pills prescribed before trying Rowatinex.,,310,Manual
188,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,Rowa Rowatinex Capsules 100 capsules,"The shipping was very fast. This product is excellent. If I understand well, it's made in Germany. It is designed to help you to get rid of kidney stones. And it works! It could be used for prevention also.",5,5,2009-10-12,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,39,Manual
189,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,Cleared infection,I woke up with a severe and painful UTI while in Europe last year the day before my flight home. Went to an apothecary there and was given this homeopathic product. It literally cleared up the infection overnight so I could survive the 9 hour flight home and I could make it to a doctor where I live. I hope it works on kidney stones too. Remember to DRINK DRINK DRINK!!!!,5,4,2009-07-30,Originally used this product for a UTI. Seems to think it's a homeopathic treatment.,,,,,,,,,,,,,,,,,,,,1,,,,"The only mention bout kidney stones in the review: ""I hope it works on kidney stones too!""",,,Dehydration,,Works for UTIs,,,71,Manual
190,Rowatinex,Amazon,Rowatinex by Rowa,https://www.amazon.com/Rowatinex-Capsules-100-capsules-Rowa/dp/B0006NXNFA#aw-udpv3-customer-reviews_feature_div,EXCEPTIONAL GERMAN MEDICINE FINALLY AVAILABLE IN THE USA,"Dad suffered of kidney problems, recurrent; much better after taking this every few months. Health and money saver to avoid kidney stones, stones blocked in the urethers and the upcoming surgeries. He did not use it immediately after surgery as it was not available then, but turned out great for prevention, as dad had no stones for a decade now (he used to have one every year).",5,18,2009-07-20,Speaking on Dad's behalf.,1,,1,1,1,1,1,,,,,,Preferable to surgery.,1,,,Taken every few months.,,"Before Rowatinex, recurrent, kept getting stuck in urethra. After, no stones for a decade.",,,,,Dad had an attack every year before Rowatinex.,Rowatinex ,1,,,Saved a lot of money that would've been spent on more expensive mainstream treatments.,,,67,Manual
